transaction_id,person_id,account_ref,timestamp,amount,debit_credit,counterparty,merchant,location_id,channel,reference_number,description,source_system
TXN00356,P013,ACC-P013,2025-12-28 12:15:31,4384,debit,Spice Route Restaurant,Flipkart,L008,UPI,REF970651,Online purchase,Bank Core System
TXN00357,P013,ACC-P013,2025-09-13 17:40:51,4051,debit,Flipkart,Water Board,L021,NEFT,REF528086,Grocery,Bank Core System
TXN00358,P013,ACC-P013,2025-10-02 17:35:03,2447,debit,Nandipur City Mall,BSNL Broadband,L009,NEFT,REF435143,Grocery,Bank Core System
TXN00359,P013,ACC-P013,2026-02-05 16:40:05,3737,debit,Cafe Coffee Junction,Flipkart,L011,Cash Deposit,REF340777,Restaurant payment,Bank Core System
TXN00360,P013,ACC-P013,2026-02-25 22:30:38,1042,debit,Amazon,Highway Auto Works,L006,IMPS,REF617244,Online purchase,Bank Core System
TXN00361,P013,ACC-P013,2025-11-03 20:25:18,764,debit,Cafe Coffee Junction,Electricity Board,L001,UPI,REF790059,Fuel purchase,Bank Core System
TXN00362,P013,ACC-P013,2025-11-02 11:30:32,1426,debit,Water Board,HP Fuel Station,L016,Credit Card,REF412210,Fuel purchase,Bank Core System
TXN00363,P013,ACC-P013,2025-10-21 22:15:17,3185,debit,Local Kirana Store,Flipkart,L026,NEFT,REF921296,Miscellaneous,Bank Core System
TXN00364,P013,ACC-P013,2025-10-02 18:25:25,3807,debit,Local Kirana Store,Cafe Coffee Junction,L004,IMPS,REF583376,Fuel purchase,Bank Core System
TXN00365,P013,ACC-P013,2026-01-05 17:25:09,1049,debit,Nandipur City Mall,Electricity Board,L015,Debit Card,REF857387,Miscellaneous,Bank Core System
TXN00366,P013,ACC-P013,2025-10-30 17:10:52,4200,debit,Amazon,BSNL Broadband,L010,UPI,REF619197,Miscellaneous,Bank Core System
TXN00367,P014,ACC-P014,2025-09-10 10:25:01,35000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF333576,Salary credit,Bank Core System
TXN00368,P014,ACC-P014,2025-09-12 16:35:48,8000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF923723,Monthly rent,Bank Core System
TXN00369,P014,ACC-P014,2025-09-14 09:10:26,950,debit,Electricity Board,Electricity Board,,UPI,REF203998,Utility bill,Bank Core System
TXN00370,P014,ACC-P014,2025-10-11 11:30:41,32000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF365303,Salary credit,Bank Core System
TXN00371,P014,ACC-P014,2025-10-13 12:30:58,8000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF245029,Monthly rent,Bank Core System
TXN00372,P014,ACC-P014,2025-10-15 15:30:17,1500,debit,Electricity Board,Electricity Board,,UPI,REF942626,Utility bill,Bank Core System
TXN00373,P014,ACC-P014,2025-11-12 10:05:58,28000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF910277,Salary credit,Bank Core System
TXN00374,P014,ACC-P014,2025-11-14 12:35:24,9500,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF495333,Monthly rent,Bank Core System
TXN00375,P014,ACC-P014,2025-11-16 10:40:58,1500,debit,Electricity Board,Electricity Board,,UPI,REF945981,Utility bill,Bank Core System
TXN00376,P014,ACC-P014,2025-12-10 11:35:10,55000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF712301,Salary credit,Bank Core System
TXN00377,P014,ACC-P014,2025-12-12 14:55:46,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF597668,Monthly rent,Bank Core System
TXN00378,P014,ACC-P014,2025-12-14 14:55:09,800,debit,Electricity Board,Electricity Board,,UPI,REF910443,Utility bill,Bank Core System
TXN00379,P014,ACC-P014,2026-01-11 09:15:01,32000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF495108,Salary credit,Bank Core System
TXN00380,P014,ACC-P014,2026-01-13 15:20:46,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF163809,Monthly rent,Bank Core System
TXN00381,P014,ACC-P014,2026-01-15 10:35:16,800,debit,Electricity Board,Electricity Board,,UPI,REF868339,Utility bill,Bank Core System
TXN00382,P014,ACC-P014,2026-02-07 11:35:57,68000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF773495,Salary credit,Bank Core System
TXN00383,P014,ACC-P014,2026-02-09 18:50:38,15000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF700752,Monthly rent,Bank Core System
TXN00384,P014,ACC-P014,2026-02-11 16:30:21,1500,debit,Electricity Board,Electricity Board,,UPI,REF830548,Utility bill,Bank Core System
TXN00385,P014,ACC-P014,2025-10-10 11:10:00,3004,debit,Union Trust Bank,Electricity Board,L019,UPI,REF127435,Grocery,Bank Core System
TXN00386,P014,ACC-P014,2026-01-24 14:35:32,3474,debit,Nandipur City Mall,Spice Route Restaurant,L004,Credit Card,REF780070,Fuel purchase,Bank Core System
TXN00387,P014,ACC-P014,2025-09-19 11:30:15,3705,debit,Nandipur City Mall,Electricity Board,L023,Debit Card,REF307925,Restaurant payment,Bank Core System
TXN00388,P014,ACC-P014,2025-11-16 12:05:01,2382,debit,Electricity Board,Highway Auto Works,L016,Credit Card,REF755027,Restaurant payment,Bank Core System
TXN00389,P014,ACC-P014,2026-01-14 16:55:27,3036,debit,Highway Auto Works,Spice Route Restaurant,L024,Debit Card,REF267179,Miscellaneous,Bank Core System
TXN00390,P014,ACC-P014,2026-03-24 13:20:32,629,debit,Union Trust Bank,Electricity Board,L002,UPI,REF320576,Online purchase,Bank Core System
TXN00391,P015,ACC-P015,2025-09-13 11:55:22,35000,credit,QuickDrop Logistics,QuickDrop Logistics,L004,NEFT,REF263978,Salary credit,Bank Core System
TXN00392,P015,ACC-P015,2025-09-15 18:55:02,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF822434,Monthly rent,Bank Core System
TXN00393,P015,ACC-P015,2025-09-17 12:50:26,950,debit,Electricity Board,Electricity Board,,UPI,REF164386,Utility bill,Bank Core System
TXN00394,P015,ACC-P015,2025-10-13 11:20:33,55000,credit,QuickDrop Logistics,QuickDrop Logistics,L004,NEFT,REF721259,Salary credit,Bank Core System
TXN00395,P015,ACC-P015,2025-10-15 16:35:43,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF191207,Monthly rent,Bank Core System
TXN00396,P015,ACC-P015,2025-10-17 20:10:18,1500,debit,Electricity Board,Electricity Board,,UPI,REF965914,Utility bill,Bank Core System
TXN00397,P015,ACC-P015,2025-11-09 09:55:44,68000,credit,QuickDrop Logistics,QuickDrop Logistics,L004,NEFT,REF970095,Salary credit,Bank Core System
TXN00398,P015,ACC-P015,2025-11-11 10:35:46,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF893642,Monthly rent,Bank Core System
TXN00399,P015,ACC-P015,2025-11-13 17:30:13,1500,debit,Electricity Board,Electricity Board,,UPI,REF197141,Utility bill,Bank Core System
TXN00400,P015,ACC-P015,2025-12-09 10:05:04,75000,credit,QuickDrop Logistics,QuickDrop Logistics,L004,NEFT,REF477682,Salary credit,Bank Core System
TXN00401,P015,ACC-P015,2025-12-11 16:20:34,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF200126,Monthly rent,Bank Core System
TXN00402,P015,ACC-P015,2025-12-13 14:35:16,950,debit,Electricity Board,Electricity Board,,UPI,REF163457,Utility bill,Bank Core System
TXN00403,P015,ACC-P015,2026-01-10 09:25:05,35000,credit,QuickDrop Logistics,QuickDrop Logistics,L004,NEFT,REF863660,Salary credit,Bank Core System
TXN00404,P015,ACC-P015,2026-01-12 10:25:38,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF789143,Monthly rent,Bank Core System
TXN00405,P015,ACC-P015,2026-01-14 15:10:26,1500,debit,Electricity Board,Electricity Board,,UPI,REF147273,Utility bill,Bank Core System
TXN00406,P015,ACC-P015,2026-02-09 11:10:35,75000,credit,QuickDrop Logistics,QuickDrop Logistics,L004,NEFT,REF655458,Salary credit,Bank Core System
TXN00407,P015,ACC-P015,2026-02-11 12:40:09,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF401057,Monthly rent,Bank Core System
TXN00408,P015,ACC-P015,2026-02-13 17:20:59,800,debit,Electricity Board,Electricity Board,,UPI,REF379126,Utility bill,Bank Core System
TXN00409,P015,ACC-P015,2025-12-13 14:45:41,1211,debit,BSNL Broadband,Nandipur City Mall,L009,ATM Withdrawal,REF269453,Fuel purchase,Bank Core System
TXN00410,P015,ACC-P015,2026-03-08 13:00:07,2538,debit,Electricity Board,Highway Auto Works,L017,Debit Card,REF630161,Grocery,Bank Core System
TXN00411,P015,ACC-P015,2025-11-18 22:45:11,2644,debit,Electricity Board,Highway Auto Works,L002,NEFT,REF618558,Miscellaneous,Bank Core System
TXN00412,P015,ACC-P015,2026-03-01 12:35:28,2802,debit,Highway Auto Works,Flipkart,L002,Credit Card,REF301253,Fuel purchase,Bank Core System
TXN00413,P015,ACC-P015,2025-12-17 18:20:02,4137,debit,Amazon,HP Fuel Station,L004,IMPS,REF965994,Restaurant payment,Bank Core System
TXN00414,P015,ACC-P015,2026-01-07 14:05:25,930,debit,Flipkart,Amazon,L014,IMPS,REF677309,Fuel purchase,Bank Core System
TXN00415,P016,ACC-P016,2025-09-10 11:45:22,28000,credit,Self-employed,Self-employed,L022,NEFT,REF722376,Salary credit,Bank Core System
TXN00416,P016,ACC-P016,2025-09-12 17:35:36,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF976213,Monthly rent,Bank Core System
TXN00417,P016,ACC-P016,2025-09-14 19:30:47,800,debit,Electricity Board,Electricity Board,,UPI,REF480799,Utility bill,Bank Core System
TXN00418,P016,ACC-P016,2025-10-11 09:50:45,68000,credit,Self-employed,Self-employed,L022,NEFT,REF460983,Salary credit,Bank Core System
TXN00419,P016,ACC-P016,2025-10-13 12:55:42,15000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF167703,Monthly rent,Bank Core System
TXN00420,P016,ACC-P016,2025-10-15 10:10:35,800,debit,Electricity Board,Electricity Board,,UPI,REF525249,Utility bill,Bank Core System
TXN00421,P016,ACC-P016,2025-11-10 09:40:30,42000,credit,Self-employed,Self-employed,L022,NEFT,REF955690,Salary credit,Bank Core System
TXN00422,P016,ACC-P016,2025-11-12 16:30:45,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF870512,Monthly rent,Bank Core System
TXN00423,P016,ACC-P016,2025-11-14 16:15:45,1500,debit,Electricity Board,Electricity Board,,UPI,REF351586,Utility bill,Bank Core System
TXN00424,P016,ACC-P016,2025-12-09 09:05:40,28000,credit,Self-employed,Self-employed,L022,NEFT,REF201193,Salary credit,Bank Core System
TXN00425,P016,ACC-P016,2025-12-11 17:50:00,9500,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF581977,Monthly rent,Bank Core System
TXN00426,P016,ACC-P016,2025-12-13 11:25:45,800,debit,Electricity Board,Electricity Board,,UPI,REF804979,Utility bill,Bank Core System
TXN00427,P016,ACC-P016,2026-01-09 10:25:25,32000,credit,Self-employed,Self-employed,L022,NEFT,REF855194,Salary credit,Bank Core System
TXN00428,P016,ACC-P016,2026-01-11 16:55:37,8000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF491205,Monthly rent,Bank Core System
TXN00429,P016,ACC-P016,2026-01-13 11:10:48,800,debit,Electricity Board,Electricity Board,,UPI,REF507470,Utility bill,Bank Core System
TXN00430,P016,ACC-P016,2026-02-07 09:00:39,35000,credit,Self-employed,Self-employed,L022,NEFT,REF109431,Salary credit,Bank Core System
TXN00431,P016,ACC-P016,2026-02-09 10:40:21,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF388365,Monthly rent,Bank Core System
TXN00432,P016,ACC-P016,2026-02-11 10:45:37,800,debit,Electricity Board,Electricity Board,,UPI,REF294733,Utility bill,Bank Core System
TXN00433,P016,ACC-P016,2026-04-04 16:55:34,2251,debit,Cafe Coffee Junction,Nandipur City Mall,L024,Credit Card,REF951841,Miscellaneous,Bank Core System
TXN00434,P016,ACC-P016,2025-12-21 19:10:55,802,debit,Water Board,HP Fuel Station,L007,ATM Withdrawal,REF792888,Miscellaneous,Bank Core System
TXN00435,P016,ACC-P016,2025-09-15 22:50:18,1208,debit,Nandipur City Mall,HP Fuel Station,L008,ATM Withdrawal,REF648300,Online purchase,Bank Core System
TXN00436,P016,ACC-P016,2025-09-10 16:15:22,1745,debit,Spice Route Restaurant,Union Trust Bank,L019,IMPS,REF763029,Fuel purchase,Bank Core System
TXN00437,P016,ACC-P016,2025-12-31 18:00:50,1469,debit,Cafe Coffee Junction,Spice Route Restaurant,L024,NEFT,REF746993,Miscellaneous,Bank Core System
TXN00438,P016,ACC-P016,2025-12-25 16:20:45,1543,debit,HP Fuel Station,Flipkart,L008,UPI,REF512751,Miscellaneous,Bank Core System
TXN00439,P016,ACC-P016,2026-03-26 17:25:14,2078,debit,Electricity Board,BSNL Broadband,L021,NEFT,REF801974,Miscellaneous,Bank Core System
TXN00440,P016,ACC-P016,2025-11-15 20:10:33,1242,debit,HP Fuel Station,Nandipur City Mall,L004,NEFT,REF721385,Fuel purchase,Bank Core System
TXN00441,P016,ACC-P016,2025-11-14 15:00:36,1941,debit,Nandipur City Mall,Electricity Board,L020,NEFT,REF874256,Online purchase,Bank Core System
TXN00442,P016,ACC-P016,2026-03-29 08:10:35,4364,debit,Cafe Coffee Junction,Highway Auto Works,L021,NEFT,REF316978,Grocery,Bank Core System
TXN00443,P016,ACC-P016,2026-03-28 12:35:40,968,debit,Local Kirana Store,Spice Route Restaurant,L007,ATM Withdrawal,REF821967,Online purchase,Bank Core System
TXN00444,P017,ACC-P017,2025-09-11 10:25:09,35000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L003,NEFT,REF846734,Salary credit,Bank Core System
TXN00445,P017,ACC-P017,2025-09-13 10:05:55,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF253076,Monthly rent,Bank Core System
TXN00446,P017,ACC-P017,2025-09-15 19:30:44,800,debit,Electricity Board,Electricity Board,,UPI,REF969598,Utility bill,Bank Core System
TXN00447,P017,ACC-P017,2025-10-12 09:30:08,55000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L003,NEFT,REF121502,Salary credit,Bank Core System
TXN00448,P017,ACC-P017,2025-10-14 11:20:11,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF149892,Monthly rent,Bank Core System
TXN00449,P017,ACC-P017,2025-10-16 13:15:20,950,debit,Electricity Board,Electricity Board,,UPI,REF563769,Utility bill,Bank Core System
TXN00450,P017,ACC-P017,2025-11-10 09:40:14,42000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L003,NEFT,REF780664,Salary credit,Bank Core System
TXN00451,P017,ACC-P017,2025-11-12 14:30:23,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF710952,Monthly rent,Bank Core System
TXN00452,P017,ACC-P017,2025-11-14 17:05:36,1200,debit,Electricity Board,Electricity Board,,UPI,REF981435,Utility bill,Bank Core System
TXN00453,P017,ACC-P017,2025-12-12 09:30:12,35000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L003,NEFT,REF639734,Salary credit,Bank Core System
TXN00454,P017,ACC-P017,2025-12-14 17:10:47,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF901803,Monthly rent,Bank Core System
TXN00455,P017,ACC-P017,2025-12-16 15:05:38,1200,debit,Electricity Board,Electricity Board,,UPI,REF910804,Utility bill,Bank Core System
TXN00456,P017,ACC-P017,2026-01-08 10:20:21,55000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L003,NEFT,REF665964,Salary credit,Bank Core System
TXN00457,P017,ACC-P017,2026-01-10 11:25:57,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF598131,Monthly rent,Bank Core System
TXN00458,P017,ACC-P017,2026-01-12 14:05:31,950,debit,Electricity Board,Electricity Board,,UPI,REF366606,Utility bill,Bank Core System
TXN00459,P017,ACC-P017,2026-02-09 09:15:04,55000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L003,NEFT,REF198255,Salary credit,Bank Core System
TXN00460,P017,ACC-P017,2026-02-11 13:20:19,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF430702,Monthly rent,Bank Core System
TXN00461,P017,ACC-P017,2026-02-13 09:35:13,1200,debit,Electricity Board,Electricity Board,,UPI,REF202846,Utility bill,Bank Core System
TXN00462,P017,ACC-P017,2025-12-28 13:55:51,373,debit,Union Trust Bank,Local Kirana Store,L005,NEFT,REF809848,Online purchase,Bank Core System
TXN00463,P017,ACC-P017,2026-01-16 14:30:23,2957,debit,Nandipur City Mall,Amazon,L009,NEFT,REF523976,Miscellaneous,Bank Core System
TXN00464,P017,ACC-P017,2026-01-04 08:00:13,1208,debit,Highway Auto Works,Electricity Board,L005,ATM Withdrawal,REF314837,Miscellaneous,Bank Core System
TXN00465,P017,ACC-P017,2025-11-05 20:30:09,2254,debit,Local Kirana Store,Electricity Board,L003,ATM Withdrawal,REF879051,Restaurant payment,Bank Core System
TXN00466,P017,ACC-P017,2026-03-04 11:15:53,4178,debit,Highway Auto Works,Spice Route Restaurant,L013,NEFT,REF448799,Grocery,Bank Core System
TXN00467,P017,ACC-P017,2025-09-10 13:45:52,2608,debit,Electricity Board,BSNL Broadband,L020,Debit Card,REF203704,Grocery,Bank Core System
TXN00468,P017,ACC-P017,2026-01-25 09:05:21,1563,debit,Cafe Coffee Junction,Union Trust Bank,L021,ATM Withdrawal,REF358958,Miscellaneous,Bank Core System
TXN00469,P017,ACC-P017,2025-11-27 11:25:38,1856,debit,Water Board,Highway Auto Works,L010,IMPS,REF547033,Restaurant payment,Bank Core System
TXN00470,P017,ACC-P017,2025-12-02 18:25:35,509,debit,Union Trust Bank,HP Fuel Station,L009,ATM Withdrawal,REF215246,Fuel purchase,Bank Core System
TXN00471,P017,ACC-P017,2025-12-07 20:25:53,3654,debit,HP Fuel Station,Amazon,L027,IMPS,REF849492,Restaurant payment,Bank Core System
TXN00472,P017,ACC-P017,2026-02-24 15:15:19,159,debit,Highway Auto Works,Spice Route Restaurant,L011,Credit Card,REF728252,Online purchase,Bank Core System
TXN00473,P018,ACC-P018,2025-09-13 10:15:13,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF738207,Monthly rent,Bank Core System
TXN00474,P018,ACC-P018,2025-09-15 10:20:15,800,debit,Electricity Board,Electricity Board,,UPI,REF210762,Utility bill,Bank Core System
TXN00475,P018,ACC-P018,2025-10-15 17:10:43,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF319944,Monthly rent,Bank Core System
TXN00476,P018,ACC-P018,2025-10-17 18:35:12,800,debit,Electricity Board,Electricity Board,,UPI,REF103586,Utility bill,Bank Core System
TXN00477,P018,ACC-P018,2025-11-11 17:55:08,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF743609,Monthly rent,Bank Core System
TXN00478,P018,ACC-P018,2025-11-13 10:15:36,950,debit,Electricity Board,Electricity Board,,UPI,REF918305,Utility bill,Bank Core System
TXN00479,P018,ACC-P018,2025-12-12 12:05:27,15000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF430114,Monthly rent,Bank Core System
TXN00480,P018,ACC-P018,2025-12-14 13:00:26,950,debit,Electricity Board,Electricity Board,,UPI,REF727137,Utility bill,Bank Core System
TXN00481,P018,ACC-P018,2026-01-12 18:30:19,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF477278,Monthly rent,Bank Core System
TXN00482,P018,ACC-P018,2026-01-14 14:15:00,950,debit,Electricity Board,Electricity Board,,UPI,REF766788,Utility bill,Bank Core System
TXN00483,P018,ACC-P018,2026-02-09 14:55:07,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF529741,Monthly rent,Bank Core System
TXN00484,P018,ACC-P018,2026-02-11 15:45:45,800,debit,Electricity Board,Electricity Board,,UPI,REF991320,Utility bill,Bank Core System
TXN00485,P018,ACC-P018,2026-02-28 15:30:49,884,debit,BSNL Broadband,Nandipur City Mall,L006,Credit Card,REF683265,Fuel purchase,Bank Core System
TXN00486,P018,ACC-P018,2025-10-04 13:45:36,1162,debit,BSNL Broadband,Water Board,L015,ATM Withdrawal,REF440592,Fuel purchase,Bank Core System
TXN00487,P018,ACC-P018,2025-11-29 17:00:43,4126,debit,Local Kirana Store,HP Fuel Station,L022,ATM Withdrawal,REF310468,Restaurant payment,Bank Core System
TXN00488,P018,ACC-P018,2026-04-09 17:50:26,2095,debit,Spice Route Restaurant,BSNL Broadband,L025,Cash Deposit,REF810013,Miscellaneous,Bank Core System
TXN00489,P018,ACC-P018,2026-02-25 17:10:20,3377,debit,Amazon,Union Trust Bank,L023,UPI,REF633463,Fuel purchase,Bank Core System
TXN00490,P018,ACC-P018,2026-03-10 17:40:33,2422,debit,HP Fuel Station,Water Board,L019,ATM Withdrawal,REF566400,Fuel purchase,Bank Core System
TXN00491,P018,ACC-P018,2026-01-16 11:10:26,2732,debit,Nandipur City Mall,Union Trust Bank,L013,Cash Deposit,REF938759,Miscellaneous,Bank Core System
TXN00492,P018,ACC-P018,2025-10-01 22:35:22,561,debit,Cafe Coffee Junction,Spice Route Restaurant,L004,NEFT,REF201787,Restaurant payment,Bank Core System
TXN00493,P018,ACC-P018,2025-10-08 14:10:51,4313,debit,Water Board,Amazon,L010,Cash Deposit,REF847594,Restaurant payment,Bank Core System
TXN00494,P018,ACC-P018,2025-10-03 22:10:22,2329,debit,Electricity Board,Water Board,L014,UPI,REF710320,Fuel purchase,Bank Core System
TXN00495,P018,ACC-P018,2026-01-02 12:10:48,1722,debit,Local Kirana Store,Electricity Board,L019,IMPS,REF827106,Grocery,Bank Core System
TXN00496,P018,ACC-P018,2026-03-24 16:45:17,2837,debit,HP Fuel Station,Cafe Coffee Junction,L007,ATM Withdrawal,REF145077,Online purchase,Bank Core System
TXN00497,P019,ACC-P019,2025-09-13 10:50:36,68000,credit,Private household,Private household,L007,NEFT,REF585785,Salary credit,Bank Core System
TXN00498,P019,ACC-P019,2025-09-15 12:10:36,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF330166,Monthly rent,Bank Core System
TXN00499,P019,ACC-P019,2025-09-17 18:20:09,1500,debit,Electricity Board,Electricity Board,,UPI,REF966268,Utility bill,Bank Core System
TXN00500,P019,ACC-P019,2025-10-10 10:25:23,32000,credit,Private household,Private household,L007,NEFT,REF591464,Salary credit,Bank Core System
TXN00501,P019,ACC-P019,2025-10-12 18:25:47,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF745335,Monthly rent,Bank Core System
TXN00502,P019,ACC-P019,2025-10-14 13:40:24,1200,debit,Electricity Board,Electricity Board,,UPI,REF574355,Utility bill,Bank Core System
TXN00503,P019,ACC-P019,2025-11-09 10:25:11,35000,credit,Private household,Private household,L007,NEFT,REF202047,Salary credit,Bank Core System
TXN00504,P019,ACC-P019,2025-11-11 14:45:11,15000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF469287,Monthly rent,Bank Core System
TXN00505,P019,ACC-P019,2025-11-13 19:00:46,950,debit,Electricity Board,Electricity Board,,UPI,REF558572,Utility bill,Bank Core System
TXN00506,P019,ACC-P019,2025-12-10 11:35:32,35000,credit,Private household,Private household,L007,NEFT,REF432246,Salary credit,Bank Core System
TXN00507,P019,ACC-P019,2025-12-12 12:45:13,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF353476,Monthly rent,Bank Core System
TXN00508,P019,ACC-P019,2025-12-14 11:40:22,1500,debit,Electricity Board,Electricity Board,,UPI,REF265783,Utility bill,Bank Core System
TXN00509,P019,ACC-P019,2026-01-08 11:50:43,68000,credit,Private household,Private household,L007,NEFT,REF906871,Salary credit,Bank Core System
TXN00510,P019,ACC-P019,2026-01-10 13:45:49,15000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF802898,Monthly rent,Bank Core System
TXN00511,P019,ACC-P019,2026-01-12 12:10:28,1500,debit,Electricity Board,Electricity Board,,UPI,REF453499,Utility bill,Bank Core System
TXN00512,P019,ACC-P019,2026-02-07 11:30:48,68000,credit,Private household,Private household,L007,NEFT,REF388939,Salary credit,Bank Core System
TXN00513,P019,ACC-P019,2026-02-09 14:30:01,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF394434,Monthly rent,Bank Core System
TXN00514,P019,ACC-P019,2026-02-11 17:20:48,1500,debit,Electricity Board,Electricity Board,,UPI,REF372311,Utility bill,Bank Core System
TXN00515,P019,ACC-P019,2025-11-25 22:50:48,912,debit,Union Trust Bank,Amazon,L020,Cash Deposit,REF748421,Online purchase,Bank Core System
TXN00516,P019,ACC-P019,2026-03-17 11:15:11,4446,debit,Spice Route Restaurant,Water Board,L019,Debit Card,REF836652,Miscellaneous,Bank Core System
TXN00517,P019,ACC-P019,2026-01-12 22:10:18,2026,debit,HP Fuel Station,Highway Auto Works,L006,Cash Deposit,REF519628,Grocery,Bank Core System
TXN00518,P019,ACC-P019,2025-11-26 21:05:52,2438,debit,Flipkart,Nandipur City Mall,L023,ATM Withdrawal,REF821078,Restaurant payment,Bank Core System
TXN00519,P019,ACC-P019,2025-11-13 19:40:30,4139,debit,Local Kirana Store,Cafe Coffee Junction,L014,UPI,REF531024,Restaurant payment,Bank Core System
TXN00520,P019,ACC-P019,2026-03-14 10:15:14,3905,debit,Local Kirana Store,Water Board,L004,ATM Withdrawal,REF837053,Fuel purchase,Bank Core System
TXN00521,P019,ACC-P019,2026-03-15 08:15:15,418,debit,Local Kirana Store,Spice Route Restaurant,L011,ATM Withdrawal,REF864498,Miscellaneous,Bank Core System
TXN00522,P019,ACC-P019,2025-12-01 20:15:44,2058,debit,Local Kirana Store,Spice Route Restaurant,L027,ATM Withdrawal,REF915784,Restaurant payment,Bank Core System
TXN00523,P019,ACC-P019,2026-02-11 12:15:57,1346,debit,HP Fuel Station,Flipkart,L022,IMPS,REF385746,Restaurant payment,Bank Core System
TXN00524,P019,ACC-P019,2026-02-27 18:40:13,3367,debit,Highway Auto Works,Cafe Coffee Junction,L003,NEFT,REF190183,Miscellaneous,Bank Core System
TXN00525,P019,ACC-P019,2026-04-18 13:00:21,4052,debit,Union Trust Bank,Cafe Coffee Junction,L011,IMPS,REF639326,Fuel purchase,Bank Core System
TXN00526,P020,ACC-P020,2025-09-13 16:20:16,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF411733,Monthly rent,Bank Core System
TXN00527,P020,ACC-P020,2025-09-15 16:45:35,1500,debit,Electricity Board,Electricity Board,,UPI,REF525013,Utility bill,Bank Core System
TXN00528,P020,ACC-P020,2025-10-12 13:25:31,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF317332,Monthly rent,Bank Core System
TXN00529,P020,ACC-P020,2025-10-14 11:35:00,1500,debit,Electricity Board,Electricity Board,,UPI,REF324045,Utility bill,Bank Core System
TXN00530,P020,ACC-P020,2025-11-11 15:55:03,12000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF956685,Monthly rent,Bank Core System
TXN00531,P020,ACC-P020,2025-11-13 16:25:30,950,debit,Electricity Board,Electricity Board,,UPI,REF833054,Utility bill,Bank Core System
TXN00532,P020,ACC-P020,2025-12-13 18:35:19,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF800351,Monthly rent,Bank Core System
TXN00533,P020,ACC-P020,2025-12-15 15:15:16,950,debit,Electricity Board,Electricity Board,,UPI,REF247409,Utility bill,Bank Core System
